column,dtype,missing_n,missing_pct,n_unique,column_norm,source_column_norm,mapped_domain,mapped_source_file,mapped_source_column,domain,source_file,source_column,mapping_method
rhq131___ever_been_pregnant?,float64,4281,57.56,4,rhq131_ever_been_pregnant,rhq131_ever_been_pregnant,questionnaire,merged_questionnaire.csv,rhq131___ever_been_pregnant?,questionnaire,merged_questionnaire.csv,rhq131___ever_been_pregnant?,exact_header_match
insulin_uU_ml,float64,4274,57.47,1855,insulin_uu_ml,insulin_uu_ml,laboratory,laboratory_clean.csv,insulin_uU_ml,laboratory,laboratory_clean.csv,insulin_uU_ml,exact_header_match
triglycerides_mg_dl,float64,4262,57.31,336,triglycerides_mg_dl,triglycerides_mg_dl,laboratory,laboratory_clean.csv,triglycerides_mg_dl,laboratory,laboratory_clean.csv,triglycerides_mg_dl,exact_header_match
fasting_glucose_mg_dl,float64,4206,56.56,219,fasting_glucose_mg_dl,fasting_glucose_mg_dl,laboratory,laboratory_clean.csv,fasting_glucose_mg_dl,laboratory,laboratory_clean.csv,fasting_glucose_mg_dl,exact_header_match
agq030___did_sp_have_episode_of_hay_fever/past_yr,float64,4183,56.25,3,agq030_did_sp_have_episode_of_hay_fever_past_yr,agq030_did_sp_have_episode_of_hay_fever_past_yr,questionnaire,merged_questionnaire.csv,agq030___did_sp_have_episode_of_hay_fever/past_yr,questionnaire,merged_questionnaire.csv,agq030___did_sp_have_episode_of_hay_fever/past_yr,exact_header_match
rhq031___had_regular_periods_in_past_12_months,float64,4096,55.08,4,rhq031_had_regular_periods_in_past_12_months,rhq031_had_regular_periods_in_past_12_months,questionnaire,merged_questionnaire.csv,rhq031___had_regular_periods_in_past_12_months,questionnaire,merged_questionnaire.csv,rhq031___had_regular_periods_in_past_12_months,exact_header_match
rhq010___age_when_first_menstrual_period_occurred,float64,4095,55.06,18,rhq010_age_when_first_menstrual_period_occurred,rhq010_age_when_first_menstrual_period_occurred,questionnaire,merged_questionnaire.csv,rhq010___age_when_first_menstrual_period_occurred,questionnaire,merged_questionnaire.csv,rhq010___age_when_first_menstrual_period_occurred,exact_header_match
pad630___minutes_moderate_intensity_work,float64,4051,54.47,31,pad630_minutes_moderate_intensity_work,pad630_minutes_moderate_intensity_work,questionnaire,merged_questionnaire.csv,pad630___minutes_moderate_intensity_work,questionnaire,merged_questionnaire.csv,pad630___minutes_moderate_intensity_work,exact_header_match
paq625___number_of_days_moderate_work,float64,4031,54.2,8,paq625_number_of_days_moderate_work,paq625_number_of_days_moderate_work,questionnaire,merged_questionnaire.csv,paq625___number_of_days_moderate_work,questionnaire,merged_questionnaire.csv,paq625___number_of_days_moderate_work,exact_header_match
rxdrsd1___icd_10_cm_code_1_description,str,3974,53.44,213,rxdrsd1_icd_10_cm_code_1_description,rxdrsd1_icd_10_cm_code_1_description,questionnaire,merged_questionnaire.csv,rxdrsd1___icd_10_cm_code_1_description,questionnaire,merged_questionnaire.csv,rxdrsd1___icd_10_cm_code_1_description,exact_header_match
rxddrgid___generic_drug_code,str,3923,52.75,385,rxddrgid_generic_drug_code,rxddrgid_generic_drug_code,questionnaire,merged_questionnaire.csv,rxddrgid___generic_drug_code,questionnaire,merged_questionnaire.csv,rxddrgid___generic_drug_code,exact_header_match
rxddays___number_of_days_taken_medicine,float64,3919,52.7,98,rxddays_number_of_days_taken_medicine,rxddays_number_of_days_taken_medicine,questionnaire,merged_questionnaire.csv,rxddays___number_of_days_taken_medicine,questionnaire,merged_questionnaire.csv,rxddays___number_of_days_taken_medicine,exact_header_match
rxqseen___medicine_container_seen_by_interviewer,float64,3918,52.68,3,rxqseen_medicine_container_seen_by_interviewer,rxqseen_medicine_container_seen_by_interviewer,questionnaire,merged_questionnaire.csv,rxqseen___medicine_container_seen_by_interviewer,questionnaire,merged_questionnaire.csv,rxqseen___medicine_container_seen_by_interviewer,exact_header_match
rxdrsc1___icd_10_cm_code_1,str,3917,52.67,216,rxdrsc1_icd_10_cm_code_1,rxdrsc1_icd_10_cm_code_1,questionnaire,merged_questionnaire.csv,rxdrsc1___icd_10_cm_code_1,questionnaire,merged_questionnaire.csv,rxdrsc1___icd_10_cm_code_1,exact_header_match
medication_1,str,3805,51.16,388,medication_1,medication_1,questionnaire,merged_questionnaire.csv,medication_1,questionnaire,merged_questionnaire.csv,medication_1,exact_header_match
rxdcount___number_of_prescription_medicines_taken,float64,3805,51.16,21,rxdcount_number_of_prescription_medicines_taken,rxdcount_number_of_prescription_medicines_taken,questionnaire,merged_questionnaire.csv,rxdcount___number_of_prescription_medicines_taken,questionnaire,merged_questionnaire.csv,rxdcount___number_of_prescription_medicines_taken,exact_header_match
rxddrug___generic_drug_name,str,3805,51.16,388,rxddrug_generic_drug_name,rxddrug_generic_drug_name,questionnaire,merged_questionnaire.csv,rxddrug___generic_drug_name,questionnaire,merged_questionnaire.csv,rxddrug___generic_drug_name,exact_header_match
cdq010___shortness_of_breath_on_stairs/inclines,float64,3260,43.83,3,cdq010_shortness_of_breath_on_stairs_inclines,cdq010_shortness_of_breath_on_stairs_inclines,questionnaire,merged_questionnaire.csv,cdq010___shortness_of_breath_on_stairs/inclines,questionnaire,merged_questionnaire.csv,cdq010___shortness_of_breath_on_stairs/inclines,exact_header_match
cdq001___sp_ever_had_pain_or_discomfort_in_chest,float64,3260,43.83,3,cdq001_sp_ever_had_pain_or_discomfort_in_chest,cdq001_sp_ever_had_pain_or_discomfort_in_chest,questionnaire,merged_questionnaire.csv,cdq001___sp_ever_had_pain_or_discomfort_in_chest,questionnaire,merged_questionnaire.csv,cdq001___sp_ever_had_pain_or_discomfort_in_chest,exact_header_match
osq230___any_metal_objects_inside_your_body?,float64,3260,43.83,3,osq230_any_metal_objects_inside_your_body,osq230_any_metal_objects_inside_your_body,questionnaire,merged_questionnaire.csv,osq230___any_metal_objects_inside_your_body?,questionnaire,merged_questionnaire.csv,osq230___any_metal_objects_inside_your_body?,exact_header_match
whd110___self_reported_weight_10_yrs_ago_(pounds),float64,2705,36.37,227,whd110_self_reported_weight_10_yrs_ago_pounds,whd110_self_reported_weight_10_yrs_ago_pounds,questionnaire,merged_questionnaire.csv,whd110___self_reported_weight_10_yrs_ago_(pounds),questionnaire,merged_questionnaire.csv,whd110___self_reported_weight_10_yrs_ago_(pounds),exact_header_match
alq170___past_30_days_#_times_4_5_drinks_on_an_oc,float64,2629,35.35,23,alq170_past_30_days_times_4_5_drinks_on_an_oc,alq170_past_30_days_times_4_5_drinks_on_an_oc,questionnaire,merged_questionnaire.csv,alq170___past_30_days_#_times_4_5_drinks_on_an_oc,questionnaire,merged_questionnaire.csv,alq170___past_30_days_#_times_4_5_drinks_on_an_oc,exact_header_match
alq130___avg_#_alcoholic_drinks/day___past_12_mos,float64,2595,34.89,15,alq130_avg_alcoholic_drinks_day_past_12_mos,alq130_avg_alcoholic_drinks_day_past_12_mos,questionnaire,merged_questionnaire.csv,alq130___avg_#_alcoholic_drinks/day___past_12_mos,questionnaire,merged_questionnaire.csv,alq130___avg_#_alcoholic_drinks/day___past_12_mos,exact_header_match
alq142___#_days_have_4_or_5_drinks/past_12_mos,float64,2595,34.89,13,alq142_days_have_4_or_5_drinks_past_12_mos,alq142_days_have_4_or_5_drinks_past_12_mos,questionnaire,merged_questionnaire.csv,alq142___#_days_have_4_or_5_drinks/past_12_mos,questionnaire,merged_questionnaire.csv,alq142___#_days_have_4_or_5_drinks/past_12_mos,exact_header_match
ocq180___hours_worked_last_week_in_total_all_jobs,float64,2543,34.19,76,ocq180_hours_worked_last_week_in_total_all_jobs,ocq180_hours_worked_last_week_in_total_all_jobs,questionnaire,merged_questionnaire.csv,ocq180___hours_worked_last_week_in_total_all_jobs,questionnaire,merged_questionnaire.csv,ocq180___hours_worked_last_week_in_total_all_jobs,exact_header_match
ocq670___overall_work_schedule_past_3_months,float64,2354,31.65,6,ocq670_overall_work_schedule_past_3_months,ocq670_overall_work_schedule_past_3_months,questionnaire,merged_questionnaire.csv,ocq670___overall_work_schedule_past_3_months,questionnaire,merged_questionnaire.csv,ocq670___overall_work_schedule_past_3_months,exact_header_match
bpq070___when_blood_cholesterol_last_checked,float64,2131,28.65,5,bpq070_when_blood_cholesterol_last_checked,bpq070_when_blood_cholesterol_last_checked,questionnaire,merged_questionnaire.csv,bpq070___when_blood_cholesterol_last_checked,questionnaire,merged_questionnaire.csv,bpq070___when_blood_cholesterol_last_checked,exact_header_match
bpq090d___told_to_take_prescriptn_for_cholesterol,float64,2131,28.65,3,bpq090d_told_to_take_prescriptn_for_cholesterol,bpq090d_told_to_take_prescriptn_for_cholesterol,questionnaire,merged_questionnaire.csv,bpq090d___told_to_take_prescriptn_for_cholesterol,questionnaire,merged_questionnaire.csv,bpq090d___told_to_take_prescriptn_for_cholesterol,exact_header_match
bpq060___ever_had_blood_cholesterol_checked,float64,1977,26.58,4,bpq060_ever_had_blood_cholesterol_checked,bpq060_ever_had_blood_cholesterol_checked,questionnaire,merged_questionnaire.csv,bpq060___ever_had_blood_cholesterol_checked,questionnaire,merged_questionnaire.csv,bpq060___ever_had_blood_cholesterol_checked,exact_header_match
pulse_3,float64,1733,23.3,84,pulse_3,pulse_3,examination,examination_clean.csv,pulse_3,examination,examination_clean.csv,pulse_3,exact_header_match
pulse_2,float64,1725,23.19,89,pulse_2,pulse_2,examination,examination_clean.csv,pulse_2,examination,examination_clean.csv,pulse_2,exact_header_match
pulse_1,float64,1720,23.13,86,pulse_1,pulse_1,examination,examination_clean.csv,pulse_1,examination,examination_clean.csv,pulse_1,exact_header_match
alq151___ever_have_4/5_or_more_drinks_every_day?,float64,1613,21.69,3,alq151_ever_have_4_5_or_more_drinks_every_day,alq151_ever_have_4_5_or_more_drinks_every_day,questionnaire,merged_questionnaire.csv,alq151___ever_have_4/5_or_more_drinks_every_day?,questionnaire,merged_questionnaire.csv,alq151___ever_have_4/5_or_more_drinks_every_day?,exact_header_match
alq121___past_12_mo_how_often_drink_alcoholic_bev,float64,1612,21.68,13,alq121_past_12_mo_how_often_drink_alcoholic_bev,alq121_past_12_mo_how_often_drink_alcoholic_bev,questionnaire,merged_questionnaire.csv,alq121___past_12_mo_how_often_drink_alcoholic_bev,questionnaire,merged_questionnaire.csv,alq121___past_12_mo_how_often_drink_alcoholic_bev,exact_header_match
whd120___self_reported_weight_age_25_(pounds),float64,1410,18.96,203,whd120_self_reported_weight_age_25_pounds,whd120_self_reported_weight_age_25_pounds,questionnaire,merged_questionnaire.csv,whd120___self_reported_weight_age_25_(pounds),questionnaire,merged_questionnaire.csv,whd120___self_reported_weight_age_25_(pounds),exact_header_match
kiq046___leak_urine_during_nonphysical_activities,float64,1349,18.14,4,kiq046_leak_urine_during_nonphysical_activities,kiq046_leak_urine_during_nonphysical_activities,questionnaire,merged_questionnaire.csv,kiq046___leak_urine_during_nonphysical_activities,questionnaire,merged_questionnaire.csv,kiq046___leak_urine_during_nonphysical_activities,exact_header_match
kiq480___how_many_times_urinate_in_night?,float64,1349,18.14,8,kiq480_how_many_times_urinate_in_night,kiq480_how_many_times_urinate_in_night,questionnaire,merged_questionnaire.csv,kiq480___how_many_times_urinate_in_night?,questionnaire,merged_questionnaire.csv,kiq480___how_many_times_urinate_in_night?,exact_header_match
kiq044___urinated_before_reaching_the_toilet?,float64,1348,18.13,4,kiq044_urinated_before_reaching_the_toilet,kiq044_urinated_before_reaching_the_toilet,questionnaire,merged_questionnaire.csv,kiq044___urinated_before_reaching_the_toilet?,questionnaire,merged_questionnaire.csv,kiq044___urinated_before_reaching_the_toilet?,exact_header_match
kiq042___leak_urine_during_physical_activities?,float64,1347,18.11,4,kiq042_leak_urine_during_physical_activities,kiq042_leak_urine_during_physical_activities,questionnaire,merged_questionnaire.csv,kiq042___leak_urine_during_physical_activities?,questionnaire,merged_questionnaire.csv,kiq042___leak_urine_during_physical_activities?,exact_header_match
kiq005___how_often_have_urinary_leakage?,float64,1346,18.1,7,kiq005_how_often_have_urinary_leakage,kiq005_how_often_have_urinary_leakage,questionnaire,merged_questionnaire.csv,kiq005___how_often_have_urinary_leakage?,questionnaire,merged_questionnaire.csv,kiq005___how_often_have_urinary_leakage?,exact_header_match
dbp_3,float64,1215,16.34,88,dbp_3,dbp_3,examination,examination_clean.csv,dbp_3,examination,examination_clean.csv,dbp_3,exact_header_match
sbp_3,float64,1215,16.34,129,sbp_3,sbp_3,examination,examination_clean.csv,sbp_3,examination,examination_clean.csv,sbp_3,exact_header_match
sbp_2,float64,1205,16.2,130,sbp_2,sbp_2,examination,examination_clean.csv,sbp_2,examination,examination_clean.csv,sbp_2,exact_header_match
dbp_2,float64,1205,16.2,87,dbp_2,dbp_2,examination,examination_clean.csv,dbp_2,examination,examination_clean.csv,dbp_2,exact_header_match
sbp_1,float64,1200,16.14,130,sbp_1,sbp_1,examination,examination_clean.csv,sbp_1,examination,examination_clean.csv,sbp_1,exact_header_match
dbp_1,float64,1200,16.14,88,dbp_1,dbp_1,examination,examination_clean.csv,dbp_1,examination,examination_clean.csv,dbp_1,exact_header_match
income_poverty_ratio,float64,1118,15.03,460,income_poverty_ratio,,,,,demographics,demo_all_adults.csv,INDFMPIR,manual_override
iron,float64,1112,14.95,3482,iron,iron,dietary,dietary_clean.csv,iron,dietary,dietary_clean.csv,iron,exact_header_match
vitamin_b12,float64,1112,14.95,1999,vitamin_b12,vitamin_b12,dietary,dietary_clean.csv,vitamin_b12,dietary,dietary_clean.csv,vitamin_b12,exact_header_match
vitamin_d,float64,1112,14.95,469,vitamin_d,vitamin_d,dietary,dietary_clean.csv,vitamin_d,dietary,dietary_clean.csv,vitamin_d,exact_header_match
protein,float64,1112,14.95,5572,protein,protein,dietary,dietary_clean.csv,protein,dietary,dietary_clean.csv,protein,exact_header_match
folate,float64,1112,14.95,1254,folate,folate,dietary,dietary_clean.csv,folate,dietary,dietary_clean.csv,folate,exact_header_match
calories,float64,1112,14.95,2986,calories,calories,dietary,dietary_clean.csv,calories,dietary,dietary_clean.csv,calories,exact_header_match
fat,float64,1112,14.95,5641,fat,fat,dietary,dietary_clean.csv,fat,dietary,dietary_clean.csv,fat,exact_header_match
carbs,float64,1112,14.95,5996,carbs,carbs,dietary,dietary_clean.csv,carbs,dietary,dietary_clean.csv,carbs,exact_header_match
magnesium,float64,1112,14.95,758,magnesium,magnesium,dietary,dietary_clean.csv,magnesium,dietary,dietary_clean.csv,magnesium,exact_header_match
zinc,float64,1112,14.95,3394,zinc,zinc,dietary,dietary_clean.csv,zinc,dietary,dietary_clean.csv,zinc,exact_header_match
ast_u_l,float64,1078,14.5,120,ast_u_l,ast_u_l,laboratory,laboratory_clean.csv,ast_u_l,laboratory,laboratory_clean.csv,ast_u_l,exact_header_match
transferrin_saturation_pct,float64,1072,14.41,81,transferrin_saturation_pct,transferrin_saturation_pct,laboratory,laboratory_clean.csv,transferrin_saturation_pct,laboratory,laboratory_clean.csv,transferrin_saturation_pct,exact_header_match
tibc_ug_dl,float64,1072,14.41,339,tibc_ug_dl,tibc_ug_dl,laboratory,laboratory_clean.csv,tibc_ug_dl,laboratory,laboratory_clean.csv,tibc_ug_dl,exact_header_match
alt_u_l,float64,1050,14.12,146,alt_u_l,alt_u_l,laboratory,laboratory_clean.csv,alt_u_l,laboratory,laboratory_clean.csv,alt_u_l,exact_header_match
ggt_u_l,float64,1050,14.12,235,ggt_u_l,ggt_u_l,laboratory,laboratory_clean.csv,ggt_u_l,laboratory,laboratory_clean.csv,ggt_u_l,exact_header_match
alp_u_l,float64,1050,14.12,184,alp_u_l,alp_u_l,laboratory,laboratory_clean.csv,alp_u_l,laboratory,laboratory_clean.csv,alp_u_l,exact_header_match
bun_mg_dl,float64,1050,14.12,56,bun_mg_dl,bun_mg_dl,laboratory,laboratory_clean.csv,bun_mg_dl,laboratory,laboratory_clean.csv,bun_mg_dl,exact_header_match
total_bilirubin_mg_dl,float64,1048,14.09,29,total_bilirubin_mg_dl,total_bilirubin_mg_dl,laboratory,laboratory_clean.csv,total_bilirubin_mg_dl,laboratory,laboratory_clean.csv,total_bilirubin_mg_dl,exact_header_match
serum_creatinine_mg_dl,float64,1048,14.09,184,serum_creatinine_mg_dl,serum_creatinine_mg_dl,laboratory,laboratory_clean.csv,serum_creatinine_mg_dl,laboratory,laboratory_clean.csv,serum_creatinine_mg_dl,exact_header_match
serum_albumin_g_dl,float64,1047,14.08,31,serum_albumin_g_dl,serum_albumin_g_dl,laboratory,laboratory_clean.csv,serum_albumin_g_dl,laboratory,laboratory_clean.csv,serum_albumin_g_dl,exact_header_match
whq070___tried_to_lose_weight_in_past_year,float64,1045,14.05,2,whq070_tried_to_lose_weight_in_past_year,whq070_tried_to_lose_weight_in_past_year,questionnaire,merged_questionnaire.csv,whq070___tried_to_lose_weight_in_past_year,questionnaire,merged_questionnaire.csv,whq070___tried_to_lose_weight_in_past_year,exact_header_match
serum_iron_ug_dl,float64,1032,13.88,229,serum_iron_ug_dl,serum_iron_ug_dl,laboratory,laboratory_clean.csv,serum_iron_ug_dl,laboratory,laboratory_clean.csv,serum_iron_ug_dl,exact_header_match
any_root_restoration_caries,float64,1021,13.73,3,any_root_restoration_caries,any_root_restoration_caries,examination,examination_clean.csv,any_root_restoration_caries,examination,examination_clean.csv,any_root_restoration_caries,exact_header_match
any_root_caries,float64,1021,13.73,3,any_root_caries,any_root_caries,examination,examination_clean.csv,any_root_caries,examination,examination_clean.csv,any_root_caries,exact_header_match
total_cholesterol_mg_dl,float64,1019,13.7,256,total_cholesterol_mg_dl,total_cholesterol_mg_dl,laboratory,laboratory_clean.csv,total_cholesterol_mg_dl,laboratory,laboratory_clean.csv,total_cholesterol_mg_dl,exact_header_match
hdl_cholesterol_mg_dl,float64,1019,13.7,118,hdl_cholesterol_mg_dl,hdl_cholesterol_mg_dl,laboratory,laboratory_clean.csv,hdl_cholesterol_mg_dl,laboratory,laboratory_clean.csv,hdl_cholesterol_mg_dl,exact_header_match
ferritin_ng_ml,float64,978,13.15,1616,ferritin_ng_ml,ferritin_ng_ml,laboratory,laboratory_clean.csv,ferritin_ng_ml,laboratory,laboratory_clean.csv,ferritin_ng_ml,exact_header_match
dpq040___feeling_tired_or_having_little_energy,float64,969,13.03,6,dpq040_feeling_tired_or_having_little_energy,dpq040_feeling_tired_or_having_little_energy,questionnaire,merged_questionnaire.csv,dpq040___feeling_tired_or_having_little_energy,questionnaire,merged_questionnaire.csv,dpq040___feeling_tired_or_having_little_energy,exact_header_match
diq160___ever_told_you_have_prediabetes,float64,963,12.95,3,diq160_ever_told_you_have_prediabetes,diq160_ever_told_you_have_prediabetes,questionnaire,merged_questionnaire.csv,diq160___ever_told_you_have_prediabetes,questionnaire,merged_questionnaire.csv,diq160___ever_told_you_have_prediabetes,exact_header_match
alq111___ever_had_a_drink_of_any_kind_of_alcohol,float64,948,12.75,2,alq111_ever_had_a_drink_of_any_kind_of_alcohol,alq111_ever_had_a_drink_of_any_kind_of_alcohol,questionnaire,merged_questionnaire.csv,alq111___ever_had_a_drink_of_any_kind_of_alcohol,questionnaire,merged_questionnaire.csv,alq111___ever_had_a_drink_of_any_kind_of_alcohol,exact_header_match
liver_stiffness_iqr_ratio,float64,935,12.57,407,liver_stiffness_iqr_ratio,liver_stiffness_iqr_ratio,examination,examination_clean.csv,liver_stiffness_iqr_ratio,examination,examination_clean.csv,liver_stiffness_iqr_ratio,exact_header_match
liver_cap_dbm,float64,932,12.53,299,liver_cap_dbm,liver_cap_dbm,examination,examination_clean.csv,liver_cap_dbm,examination,examination_clean.csv,liver_cap_dbm,exact_header_match
liver_stiffness_kpa,float64,931,12.52,243,liver_stiffness_kpa,liver_stiffness_kpa,examination,examination_clean.csv,liver_stiffness_kpa,examination,examination_clean.csv,liver_stiffness_kpa,exact_header_match
liver_valid_measures,float64,929,12.49,22,liver_valid_measures,liver_valid_measures,examination,examination_clean.csv,liver_valid_measures,examination,examination_clean.csv,liver_valid_measures,exact_header_match
waist_cm,float64,830,11.16,865,waist_cm,waist_cm,examination,examination_clean.csv,waist_cm,examination,examination_clean.csv,waist_cm,exact_header_match
hip_cm,float64,817,10.99,749,hip_cm,hip_cm,examination,examination_clean.csv,hip_cm,examination,examination_clean.csv,hip_cm,exact_header_match
any_implant,float64,805,10.82,2,any_implant,any_implant,examination,examination_clean.csv,any_implant,examination,examination_clean.csv,any_implant,exact_header_match
diq180___had_blood_tested_past_three_years,float64,777,10.45,4,diq180_had_blood_tested_past_three_years,diq180_had_blood_tested_past_three_years,questionnaire,merged_questionnaire.csv,diq180___had_blood_tested_past_three_years,questionnaire,merged_questionnaire.csv,diq180___had_blood_tested_past_three_years,exact_header_match
uacr_mg_g,float64,656,8.82,2352,uacr_mg_g,uacr_mg_g,laboratory,laboratory_clean.csv,uacr_mg_g,laboratory,laboratory_clean.csv,uacr_mg_g,exact_header_match
fasting_hours_part,float64,639,8.59,31,fasting_hours_part,fasting_hours_part,laboratory,laboratory_clean.csv,fasting_hours_part,laboratory,laboratory_clean.csv,fasting_hours_part,exact_header_match
fasting_minutes_part,float64,639,8.59,60,fasting_minutes_part,fasting_minutes_part,laboratory,laboratory_clean.csv,fasting_minutes_part,laboratory,laboratory_clean.csv,fasting_minutes_part,exact_header_match
bmi,float64,604,8.12,443,bmi,bmi,examination,examination_clean.csv,bmi,examination,examination_clean.csv,bmi,exact_header_match
height_cm,float64,597,8.03,518,height_cm,height_cm,examination,examination_clean.csv,height_cm,examination,examination_clean.csv,height_cm,exact_header_match
weight_kg,float64,596,8.01,1101,weight_kg,weight_kg,examination,examination_clean.csv,weight_kg,examination,examination_clean.csv,weight_kg,exact_header_match
liver_exam_status,float64,511,6.87,4,liver_exam_status,liver_exam_status,examination,examination_clean.csv,liver_exam_status,examination,examination_clean.csv,liver_exam_status,exact_header_match
mcq560___ever_had_gallbladder_surgery?,float64,461,6.2,3,mcq560_ever_had_gallbladder_surgery,mcq560_ever_had_gallbladder_surgery,questionnaire,merged_questionnaire.csv,mcq560___ever_had_gallbladder_surgery?,questionnaire,merged_questionnaire.csv,mcq560___ever_had_gallbladder_surgery?,exact_header_match
mcq160c___ever_told_you_had_coronary_heart_disease,float64,461,6.2,3,mcq160c_ever_told_you_had_coronary_heart_disease,mcq160c_ever_told_you_had_coronary_heart_disease,questionnaire,merged_questionnaire.csv,mcq160c___ever_told_you_had_coronary_heart_disease,questionnaire,merged_questionnaire.csv,mcq160c___ever_told_you_had_coronary_heart_disease,exact_header_match
mcq520___abdominal_pain_during_past_12_months?,float64,461,6.2,3,mcq520_abdominal_pain_during_past_12_months,mcq520_abdominal_pain_during_past_12_months,questionnaire,merged_questionnaire.csv,mcq520___abdominal_pain_during_past_12_months?,questionnaire,merged_questionnaire.csv,mcq520___abdominal_pain_during_past_12_months?,exact_header_match
mcq160f___ever_told_you_had_stroke,float64,461,6.2,3,mcq160f_ever_told_you_had_stroke,mcq160f_ever_told_you_had_stroke,questionnaire,merged_questionnaire.csv,mcq160f___ever_told_you_had_stroke,questionnaire,merged_questionnaire.csv,mcq160f___ever_told_you_had_stroke,exact_header_match
mcq220___ever_told_you_had_cancer_or_malignancy,float64,461,6.2,3,mcq220_ever_told_you_had_cancer_or_malignancy,mcq220_ever_told_you_had_cancer_or_malignancy,questionnaire,merged_questionnaire.csv,mcq220___ever_told_you_had_cancer_or_malignancy,questionnaire,merged_questionnaire.csv,mcq220___ever_told_you_had_cancer_or_malignancy,exact_header_match
mcq300c___close_relative_had_diabetes,float64,461,6.2,3,mcq300c_close_relative_had_diabetes,mcq300c_close_relative_had_diabetes,questionnaire,merged_questionnaire.csv,mcq300c___close_relative_had_diabetes,questionnaire,merged_questionnaire.csv,mcq300c___close_relative_had_diabetes,exact_header_match
mcq300a___close_relative_had_heart_attack,float64,461,6.2,3,mcq300a_close_relative_had_heart_attack,mcq300a_close_relative_had_heart_attack,questionnaire,merged_questionnaire.csv,mcq300a___close_relative_had_heart_attack,questionnaire,merged_questionnaire.csv,mcq300a___close_relative_had_heart_attack,exact_header_match
mcq160m___ever_told_you_had_thyroid_problem,float64,461,6.2,4,mcq160m_ever_told_you_had_thyroid_problem,mcq160m_ever_told_you_had_thyroid_problem,questionnaire,merged_questionnaire.csv,mcq160m___ever_told_you_had_thyroid_problem,questionnaire,merged_questionnaire.csv,mcq160m___ever_told_you_had_thyroid_problem,exact_header_match
mcq160p___ever_told_you_had_copd_emphysema,float64,461,6.2,3,mcq160p_ever_told_you_had_copd_emphysema,mcq160p_ever_told_you_had_copd_emphysema,questionnaire,merged_questionnaire.csv,mcq160p___ever_told_you_had_copd_emphysema,questionnaire,merged_questionnaire.csv,mcq160p___ever_told_you_had_copd_emphysema,exact_header_match
mcq160l___ever_told_you_had_any_liver_condition,float64,461,6.2,3,mcq160l_ever_told_you_had_any_liver_condition,mcq160l_ever_told_you_had_any_liver_condition,questionnaire,merged_questionnaire.csv,mcq160l___ever_told_you_had_any_liver_condition,questionnaire,merged_questionnaire.csv,mcq160l___ever_told_you_had_any_liver_condition,exact_header_match
mcq550___has_dr_ever_said_you_have_gallstones,float64,461,6.2,3,mcq550_has_dr_ever_said_you_have_gallstones,mcq550_has_dr_ever_said_you_have_gallstones,questionnaire,merged_questionnaire.csv,mcq550___has_dr_ever_said_you_have_gallstones,questionnaire,merged_questionnaire.csv,mcq550___has_dr_ever_said_you_have_gallstones,exact_header_match
kiq026___ever_had_kidney_stones?,float64,461,6.2,3,kiq026_ever_had_kidney_stones,kiq026_ever_had_kidney_stones,questionnaire,merged_questionnaire.csv,kiq026___ever_had_kidney_stones?,questionnaire,merged_questionnaire.csv,kiq026___ever_had_kidney_stones?,exact_header_match
kiq022___ever_told_you_had_weak/failing_kidneys?,float64,461,6.2,3,kiq022_ever_told_you_had_weak_failing_kidneys,kiq022_ever_told_you_had_weak_failing_kidneys,questionnaire,merged_questionnaire.csv,kiq022___ever_told_you_had_weak/failing_kidneys?,questionnaire,merged_questionnaire.csv,kiq022___ever_told_you_had_weak/failing_kidneys?,exact_header_match
mcq160a___ever_told_you_had_arthritis,float64,461,6.2,3,mcq160a_ever_told_you_had_arthritis,mcq160a_ever_told_you_had_arthritis,questionnaire,merged_questionnaire.csv,mcq160a___ever_told_you_had_arthritis,questionnaire,merged_questionnaire.csv,mcq160a___ever_told_you_had_arthritis,exact_header_match
mcq160d___ever_told_you_had_angina,float64,461,6.2,3,mcq160d_ever_told_you_had_angina,mcq160d_ever_told_you_had_angina,questionnaire,merged_questionnaire.csv,mcq160d___ever_told_you_had_angina,questionnaire,merged_questionnaire.csv,mcq160d___ever_told_you_had_angina,exact_header_match
mcq160e___ever_told_you_had_heart_attack,float64,461,6.2,3,mcq160e_ever_told_you_had_heart_attack,mcq160e_ever_told_you_had_heart_attack,questionnaire,merged_questionnaire.csv,mcq160e___ever_told_you_had_heart_attack,questionnaire,merged_questionnaire.csv,mcq160e___ever_told_you_had_heart_attack,exact_header_match
mcq160b___ever_told_you_had_congestive_heart_failure,float64,461,6.2,3,mcq160b_ever_told_you_had_congestive_heart_failure,mcq160b_ever_told_you_had_congestive_heart_failure,questionnaire,merged_questionnaire.csv,mcq160b___ever_told_you_had_congestive_heart_failure,questionnaire,merged_questionnaire.csv,mcq160b___ever_told_you_had_congestive_heart_failure,exact_header_match
marital_status,str,461,6.2,4,marital_status,marital_status,demographics,demo_all_adults.csv,marital_status,demographics,demo_all_adults.csv,marital_status,exact_header_match
education,str,461,6.2,7,education,education,demographics,demo_all_adults.csv,education,demographics,demo_all_adults.csv,education,exact_header_match
whq150___age_when_heaviest_weight,float64,100,1.34,57,whq150_age_when_heaviest_weight,whq150_age_when_heaviest_weight,questionnaire,merged_questionnaire.csv,whq150___age_when_heaviest_weight,questionnaire,merged_questionnaire.csv,whq150___age_when_heaviest_weight,exact_header_match
